idx	wavile	kind	segment	sentenceidx	wordidx	phonemeidx	timemeg	timeds	timechapter	timesentence	duration
9531	segments/	phoneme	n_I	130.0	3.0	3.0	826.4060000000001	826.408	794.0410000000002	1.07	0.09
9532	segments/	phoneme	z_E	130.0	3.0	4.0	826.496	826.496	794.1310000000001	1.1600000000000001	0.13
9533	segments/	word	or	130.0	4.0		826.676	826.676	794.3110000000001	1.34	0.19
9534	segments/	phoneme	ao_B	130.0	4.0	0.0	826.676	826.676	794.3110000000001	1.34	0.13
9535	segments/	phoneme	r_E	130.0	4.0	1.0	826.806	826.808	794.4410000000001	1.4700000000000002	0.06
9536	segments/	word	mud	130.0	5.0		826.866	826.864	794.5010000000001	1.53	0.24
9537	segments/	phoneme	m_B	130.0	5.0	0.0	826.866	826.864	794.5010000000001	1.53	0.09
9538	segments/	phoneme	ah_I	130.0	5.0	1.0	826.956	826.956	794.5910000000001	1.62	0.08
9539	segments/	phoneme	d_E	130.0	5.0	2.0	827.0360000000001	827.036	794.6710000000002	1.7000000000000002	0.07
9540	segments/	word	stains	130.0	6.0		827.106	827.104	794.7410000000001	1.77	0.43
9541	segments/	phoneme	s_B	130.0	6.0	0.0	827.106	827.104	794.7410000000001	1.77	0.08
9542	segments/	phoneme	t_I	130.0	6.0	1.0	827.186	827.188	794.8210000000001	1.85	0.09
9543	segments/	phoneme	ey_I	130.0	6.0	2.0	827.2760000000001	827.276	794.9110000000002	1.9400000000000002	0.11
9544	segments/	phoneme	n_I	130.0	6.0	3.0	827.386	827.384	795.0210000000001	2.0500000000000003	0.07
9545	segments/	phoneme	z_E	130.0	6.0	4.0	827.456	827.456	795.0910000000001	2.12	0.08
9546	segments/	word	or	130.0	7.0		827.5360000000001	827.536	795.1710000000002	2.2	0.13
9547	segments/	phoneme	ao_B	130.0	7.0	0.0	827.5360000000001	827.536	795.1710000000002	2.2	0.08
9548	segments/	phoneme	r_E	130.0	7.0	1.0	827.616	827.616	795.2510000000001	2.2800000000000002	0.05
9549	segments/	word	rust	130.0	8.0		827.676	827.676	795.3110000000001	2.34	0.26
9550	segments/	phoneme	r_B	130.0	8.0	0.0	827.676	827.676	795.3110000000001	2.34	0.11
9551	segments/	phoneme	ah_I	130.0	8.0	1.0	827.7860000000001	827.788	795.4210000000002	2.4499999999999997	0.06
9552	segments/	phoneme	s_I	130.0	8.0	2.0	827.846	827.844	795.4810000000001	2.51	0.08
9553	segments/	phoneme	t_E	130.0	8.0	3.0	827.926	827.928	795.5610000000001	2.59	0.01
9554	segments/	word	stains	130.0	9.0		827.946	827.948	795.5810000000001	2.61	0.39
9555	segments/	phoneme	s_B	130.0	9.0	0.0	827.946	827.948	795.5810000000001	2.61	0.04
9556	segments/	phoneme	t_I	130.0	9.0	1.0	827.986	827.984	795.6210000000001	2.65	0.08
9557	segments/	phoneme	ey_I	130.0	9.0	2.0	828.066	828.068	795.7010000000001	2.73	0.11
9558	segments/	phoneme	n_I	130.0	9.0	3.0	828.176	828.176	795.8110000000001	2.84	0.09
9559	segments/	phoneme	z_E	130.0	9.0	4.0	828.266	828.264	795.9010000000001	2.9299999999999997	0.07
9560	segments/	word	or	130.0	10.0		828.336	828.336	795.9710000000001	3.0	0.12
9561	segments/	phoneme	ao_B	130.0	10.0	0.0	828.336	828.336	795.9710000000001	3.0	0.07
9562	segments/	phoneme	r_E	130.0	10.0	1.0	828.4060000000001	828.408	796.0410000000002	3.07	0.05
9563	segments/	word	fruit	130.0	11.0		828.456	828.456	796.0910000000001	3.12	0.3
9564	segments/	phoneme	f_B	130.0	11.0	0.0	828.456	828.456	796.0910000000001	3.12	0.09
9565	segments/	phoneme	r_I	130.0	11.0	1.0	828.546	828.548	796.1810000000002	3.21	0.07
9566	segments/	phoneme	uw_I	130.0	11.0	2.0	828.616	828.616	796.2510000000001	3.28	0.06
9567	segments/	phoneme	t_E	130.0	11.0	3.0	828.676	828.676	796.3110000000001	3.34	0.08
9568	segments/	word	stains	130.0	12.0		828.756	828.756	796.3910000000001	3.42	0.52
9569	segments/	phoneme	s_B	130.0	12.0	0.0	828.756	828.756	796.3910000000001	3.42	0.09
9570	segments/	phoneme	t_I	130.0	12.0	1.0	828.846	828.844	796.4810000000001	3.51	0.09
9571	segments/	phoneme	ey_I	130.0	12.0	2.0	828.936	828.936	796.5710000000001	3.5999999999999996	0.11
9572	segments/	phoneme	n_I	130.0	12.0	3.0	829.046	829.048	796.6810000000002	3.7099999999999995	0.09
9573	segments/	phoneme	z_E	130.0	12.0	4.0	829.136	829.136	796.7710000000001	3.7999999999999994	0.14
9574	segments/	silence					829.2760000000001	829.276	796.9110000000002	3.94	0.31
9575	segments/	word	or	130.0	13.0		829.586	829.588	797.2210000000001	4.25	0.26
9576	segments/	phoneme	ao_B	130.0	13.0	0.0	829.586	829.588	797.2210000000001	4.25	0.19
9577	segments/	phoneme	r_E	130.0	13.0	1.0	829.7760000000001	829.776	797.4110000000002	4.44	0.07
9578	segments/	word	what	130.0	14.0		829.846	829.844	797.4810000000001	4.51	0.24
9579	segments/	phoneme	w_B	130.0	14.0	0.0	829.846	829.844	797.4810000000001	4.51	0.1
9580	segments/	phoneme	ah_I	130.0	14.0	1.0	829.946	829.948	797.5810000000001	4.609999999999999	0.06
9581	segments/	phoneme	t_E	130.0	14.0	2.0	830.006	830.004	797.6410000000001	4.669999999999999	0.08
9582	segments/	word	are	130.0	15.0		830.236	830.236	797.8710000000001	4.9	0.07
9583	segments/	phoneme	aa_B	130.0	15.0	0.0	830.236	830.236	797.8710000000001	4.9	0.01
9584	segments/	phoneme	r_E	130.0	15.0	1.0	830.246	830.244	797.8810000000001	4.91	0.06
9585	segments/	word	they	130.0	16.0		830.306	830.308	797.9410000000001	4.97	0.25
9586	segments/	phoneme	dh_B	130.0	16.0	0.0	830.306	830.308	797.9410000000001	4.97	0.06
9587	segments/	phoneme	ey_E	130.0	16.0	1.0	830.366	830.364	798.0010000000001	5.029999999999999	0.19
9588	segments/	silence					830.624	830.624	798.2420000000001		0.401
9589	segments/	word	That	131.0	0.0		831.124	831.124	798.7230000000001	0.08	0.46
9590	segments/	phoneme	dh_B	131.0	0.0	0.0	831.124	831.124	798.7230000000001	0.08	0.15
9591	segments/	phoneme	ae_I	131.0	0.0	1.0	831.274	831.272	798.873	0.22999999999999998	0.14
9592	segments/	phoneme	t_E	131.0	0.0	2.0	831.414	831.412	799.013	0.37	0.17
9593	segments/	word	is	131.0	1.0		831.624	831.624	799.2230000000001	0.58	0.19
9594	segments/	phoneme	ih_B	131.0	1.0	0.0	831.624	831.624	799.2230000000001	0.58	0.12
9595	segments/	phoneme	z_E	131.0	1.0	1.0	831.744	831.744	799.3430000000001	0.7	0.07
9596	segments/	word	a	131.0	2.0		831.814	831.812	799.413	0.77	0.08
9597	segments/	phoneme	ah_S	131.0	2.0	0.0	831.814	831.812	799.413	0.77	0.08
9598	segments/	word	question	131.0	3.0		831.894	831.892	799.493	0.85	0.6
9599	segments/	phoneme	k_B	131.0	3.0	0.0	831.894	831.892	799.493	0.85	0.12
9600	segments/	phoneme	w_I	131.0	3.0	1.0	832.014	832.016	799.613	0.97	0.04
9601	segments/	phoneme	eh_I	131.0	3.0	2.0	832.054	832.052	799.653	1.01	0.08
9602	segments/	phoneme	s_I	131.0	3.0	3.0	832.134	832.136	799.7330000000001	1.09	0.1
9603	segments/	phoneme	ch_I	131.0	3.0	4.0	832.234	832.236	799.8330000000001	1.1900000000000002	0.08
9604	segments/	phoneme	ah_I	131.0	3.0	5.0	832.314	832.312	799.913	1.2700000000000002	0.05
9605	segments/	phoneme	n_E	131.0	3.0	6.0	832.364	832.364	799.9630000000001	1.3200000000000003	0.13
9606	segments/	word	which	131.0	4.0		832.584	832.584	800.183	1.54	0.21
9607	segments/	phoneme	hh_B	131.0	4.0	0.0	832.584	832.584	800.183	1.54	0.04
9608	segments/	phoneme	w_I	131.0	4.0	1.0	832.624	832.624	800.2230000000001	1.58	0.07
9609	segments/	phoneme	ih_I	131.0	4.0	2.0	832.694	832.692	800.293	1.6500000000000001	0.04
9610	segments/	phoneme	ch_E	131.0	4.0	3.0	832.734	832.736	800.3330000000001	1.6900000000000002	0.06
9611	segments/	word	has	131.0	5.0		832.794	832.792	800.393	1.75	0.19
9612	segments/	phoneme	hh_B	131.0	5.0	0.0	832.794	832.792	800.393	1.75	0.03
9613	segments/	phoneme	ah_I	131.0	5.0	1.0	832.824	832.824	800.423	1.78	0.05
9614	segments/	phoneme	z_E	131.0	5.0	2.0	832.874	832.876	800.4730000000001	1.83	0.11
9615	segments/	word	puzzled	131.0	6.0		833.074	833.072	800.673	2.03	0.47
9616	segments/	phoneme	p_B	131.0	6.0	0.0	833.074	833.072	800.673	2.03	0.09
9617	segments/	phoneme	ah_I	131.0	6.0	1.0	833.164	833.164	800.763	2.1199999999999997	0.07
9618	segments/	phoneme	z_I	131.0	6.0	2.0	833.234	833.236	800.8330000000001	2.1899999999999995	0.05
9619	segments/	phoneme	ah_I	131.0	6.0	3.0	833.284	833.284	800.883	2.2399999999999993	0.07
9620	segments/	phoneme	l_I	131.0	6.0	4.0	833.3539999999999	833.352	800.953	2.309999999999999	0.08
9621	segments/	phoneme	d_E	131.0	6.0	5.0	833.434	833.432	801.033	2.3899999999999992	0.11
9622	segments/	word	many	131.0	7.0		833.614	833.616	801.2130000000001	2.57	0.4
9623	segments/	phoneme	m_B	131.0	7.0	0.0	833.614	833.616	801.2130000000001	2.57	0.18
9624	segments/	phoneme	eh_I	131.0	7.0	1.0	833.794	833.792	801.393	2.75	0.08
9625	segments/	phoneme	n_I	131.0	7.0	2.0	833.874	833.876	801.4730000000001	2.83	0.06
9626	segments/	phoneme	iy_E	131.0	7.0	3.0	833.934	833.932	801.533	2.89	0.08
9627	segments/	word	an	131.0	8.0		834.014	834.016	801.613	2.97	0.11
9628	segments/	phoneme	ah_B	131.0	8.0	0.0	834.014	834.016	801.613	2.97	0.06
9629	segments/	phoneme	n_E	131.0	8.0	1.0	834.074	834.072	801.673	3.0300000000000002	0.05
9630	segments/	word	expert	131.0	9.0		834.124	834.124	801.7230000000001	3.08	0.59
9631	segments/	phoneme	eh_B	131.0	9.0	0.0	834.124	834.124	801.7230000000001	3.08	0.05
9632	segments/	phoneme	k_I	131.0	9.0	1.0	834.174	834.172	801.773	3.13	0.11
9633	segments/	phoneme	s_I	131.0	9.0	2.0	834.284	834.284	801.883	3.2399999999999998	0.07
9634	segments/	phoneme	p_I	131.0	9.0	3.0	834.3539999999999	834.352	801.953	3.3099999999999996	0.1
9635	segments/	phoneme	er_I	131.0	9.0	4.0	834.454	834.452	802.053	3.4099999999999997	0.09
9636	segments/	phoneme	t_E	131.0	9.0	5.0	834.544	834.544	802.143	3.4999999999999996	0.17
9637	segments/	silence					834.7139999999999	834.712	802.313	3.67	0.48
9638	segments/	word	and	131.0	10.0		835.194	835.192	802.793	4.15	0.2
9639	segments/	phoneme	ah_B	131.0	10.0	0.0	835.194	835.192	802.793	4.15	0.08
9640	segments/	phoneme	n_I	131.0	10.0	1.0	835.274	835.272	802.873	4.23	0.04
9641	segments/	phoneme	d_E	131.0	10.0	2.0	835.314	835.312	802.913	4.2700000000000005	0.08
9642	segments/	word	why	131.0	11.0		835.394	835.392	802.993	4.35	0.26
9643	segments/	phoneme	w_B	131.0	11.0	0.0	835.394	835.392	802.993	4.35	0.11
9644	segments/	phoneme	ay_E	131.0	11.0	1.0	835.504	835.504	803.1030000000001	4.46	0.15
9645	segments/	silence					835.836	835.836	803.427		0.544
9646	segments/	word	Because	132.0	0.0		836.476	836.476	804.051	0.08	0.37
9647	segments/	phoneme	b_B	132.0	0.0	0.0	836.476	836.476	804.051	0.08	0.03
9648	segments/	phoneme	ih_I	132.0	0.0	1.0	836.506	836.504	804.081	0.11	0.07
9649	segments/	phoneme	k_I	132.0	0.0	2.0	836.5759999999999	836.576	804.151	0.18	0.09
9650	segments/	phoneme	aa_I	132.0	0.0	3.0	836.6659999999999	836.664	804.241	0.27	0.08
9651	segments/	phoneme	z_E	132.0	0.0	4.0	836.746	836.744	804.321	0.35000000000000003	0.1
9652	segments/	word	there	132.0	1.0		836.846	836.844	804.421	0.45	0.14
9653	segments/	phoneme	dh_B	132.0	1.0	0.0	836.846	836.844	804.421	0.45	0.05
9654	segments/	phoneme	eh_I	132.0	1.0	1.0	836.896	836.896	804.471	0.5	0.04
9655	segments/	phoneme	r_E	132.0	1.0	2.0	836.9359999999999	836.936	804.511	0.54	0.05
9656	segments/	word	was	132.0	2.0		836.986	836.984	804.561	0.59	0.19
9657	segments/	phoneme	w_B	132.0	2.0	0.0	836.986	836.984	804.561	0.59	0.04
9658	segments/	phoneme	ah_I	132.0	2.0	1.0	837.026	837.024	804.601	0.63	0.06
9659	segments/	phoneme	z_E	132.0	2.0	2.0	837.086	837.088	804.6610000000001	0.69	0.09
9660	segments/	word	no	132.0	3.0		837.1859999999999	837.184	804.761	0.79	0.51
9661	segments/	phoneme	n_B	132.0	3.0	0.0	837.1859999999999	837.184	804.761	0.79	0.2
9662	segments/	phoneme	ow_E	132.0	3.0	1.0	837.386	837.384	804.961	0.99	0.31
9663	segments/	word	reliable	132.0	4.0		837.8059999999999	837.804	805.381	1.41	0.77
9664	segments/	phoneme	r_B	132.0	4.0	0.0	837.8059999999999	837.804	805.381	1.41	0.1
9665	segments/	phoneme	iy_I	132.0	4.0	1.0	837.906	837.904	805.481	1.51	0.11
9666	segments/	phoneme	l_I	132.0	4.0	2.0	838.016	838.016	805.591	1.62	0.14
9667	segments/	phoneme	ay_I	132.0	4.0	3.0	838.156	838.156	805.731	1.7600000000000002	0.16
9668	segments/	phoneme	ah_I	132.0	4.0	4.0	838.3159999999999	838.316	805.891	1.9200000000000002	0.12
9669	segments/	phoneme	b_I	132.0	4.0	5.0	838.4359999999999	838.436	806.011	2.04	0.01
9670	segments/	phoneme	ah_I	132.0	4.0	6.0	838.4459999999999	838.444	806.021	2.05	0.04
9671	segments/	phoneme	l_E	132.0	4.0	7.0	838.486	838.484	806.061	2.09	0.09
9672	segments/	word	test	132.0	5.0		838.606	838.604	806.181	2.21	0.34
9673	segments/	phoneme	t_B	132.0	5.0	0.0	838.606	838.604	806.181	2.21	0.08
9674	segments/	phoneme	eh_I	132.0	5.0	1.0	838.6859999999999	838.684	806.261	2.29	0.09
9675	segments/	phoneme	s_I	132.0	5.0	2.0	838.776	838.776	806.351	2.38	0.16
9676	segments/	phoneme	t_E	132.0	5.0	3.0	838.9359999999999	838.936	806.511	2.54	0.01
9677	segments/	silence					839.084	839.084	806.643		0.696
9678	segments/	word	Now	133.0	0.0		839.892	839.892	807.4390000000001	0.1	0.37
9679	segments/	phoneme	n_B	133.0	0.0	0.0	839.892	839.892	807.4390000000001	0.1	0.2
9680	segments/	phoneme	aw_E	133.0	0.0	1.0	840.092	840.092	807.639	0.30000000000000004	0.17
9681	segments/	word	we	133.0	1.0		840.2620000000001	840.264	807.8090000000001	0.47	0.2
9682	segments/	phoneme	w_B	133.0	1.0	0.0	840.2620000000001	840.264	807.8090000000001	0.47	0.09
9683	segments/	phoneme	iy_E	133.0	1.0	1.0	840.352	840.352	807.899	0.5599999999999999	0.11
9684	segments/	word	have	133.0	2.0		840.462	840.46	808.009	0.67	0.39
9685	segments/	phoneme	hh_B	133.0	2.0	0.0	840.462	840.46	808.009	0.67	0.11
9686	segments/	phoneme	ae_I	133.0	2.0	1.0	840.572	840.572	808.119	0.78	0.16
9687	segments/	phoneme	v_E	133.0	2.0	2.0	840.7320000000001	840.732	808.2790000000001	0.9400000000000001	0.12
9688	segments/	word	the	133.0	3.0		840.852	840.852	808.399	1.06	0.13
9689	segments/	phoneme	dh_B	133.0	3.0	0.0	840.852	840.852	808.399	1.06	0.04
9690	segments/	phoneme	ah_E	133.0	3.0	1.0	840.892	840.892	808.4390000000001	1.1	0.09
9691	segments/	word	Sherlock	133.0	4.0		840.9820000000001	840.984	808.5290000000001	1.19	0.6
9692	segments/	phoneme	sh_B	133.0	4.0	0.0	840.9820000000001	840.984	808.5290000000001	1.19	0.26
9693	segments/	phoneme	er_I	133.0	4.0	1.0	841.2420000000001	841.244	808.7890000000001	1.45	0.11
9694	segments/	phoneme	l_I	133.0	4.0	2.0	841.352	841.352	808.899	1.56	0.09
9695	segments/	phoneme	aa_I	133.0	4.0	3.0	841.442	841.44	808.989	1.6500000000000001	0.04
9696	segments/	phoneme	k_E	133.0	4.0	4.0	841.4820000000001	841.484	809.0290000000001	1.6900000000000002	0.1
9697	segments/	word	Holmes	133.0	5.0		841.582	841.58	809.129	1.79	0.35
9698	segments/	phoneme	hh_B	133.0	5.0	0.0	841.582	841.58	809.129	1.79	0.07
9699	segments/	phoneme	ow_I	133.0	5.0	1.0	841.652	841.652	809.1990000000001	1.86	0.11
9700	segments/	phoneme	m_I	133.0	5.0	2.0	841.7620000000001	841.764	809.3090000000001	1.9700000000000002	0.09
9701	segments/	phoneme	z_E	133.0	5.0	3.0	841.852	841.852	809.399	2.06	0.08
9702	segments/	word	test	133.0	6.0		841.932	841.932	809.479	2.14	0.43
9703	segments/	phoneme	t_B	133.0	6.0	0.0	841.932	841.932	809.479	2.14	0.09
9704	segments/	phoneme	eh_I	133.0	6.0	1.0	842.022	842.024	809.5690000000001	2.23	0.09
9705	segments/	phoneme	s_I	133.0	6.0	2.0	842.1120000000001	842.112	809.6590000000001	2.32	0.11
9706	segments/	phoneme	t_E	133.0	6.0	3.0	842.222	842.22	809.769	2.4299999999999997	0.14
9707	segments/	silence					842.3620000000001	842.364	809.9090000000001	2.57	0.29
9708	segments/	word	and	133.0	7.0		842.652	842.652	810.1990000000001	2.86	0.27
9709	segments/	phoneme	ah_B	133.0	7.0	0.0	842.652	842.652	810.1990000000001	2.86	0.12
9710	segments/	phoneme	n_I	133.0	7.0	1.0	842.772	842.772	810.3190000000001	2.98	0.07
9711	segments/	phoneme	d_E	133.0	7.0	2.0	842.842	842.84	810.389	3.05	0.08
9712	segments/	word	there	133.0	8.0		842.922	842.924	810.469	3.13	0.13
9713	segments/	phoneme	dh_B	133.0	8.0	0.0	842.922	842.924	810.469	3.13	0.01
9714	segments/	phoneme	eh_I	133.0	8.0	1.0	842.932	842.932	810.479	3.1399999999999997	0.07
9715	segments/	phoneme	r_E	133.0	8.0	2.0	843.0020000000001	843.004	810.5490000000001	3.2099999999999995	0.05
9716	segments/	word	will	133.0	9.0		843.052	843.052	810.599	3.26	0.14
9717	segments/	phoneme	w_B	133.0	9.0	0.0	843.052	843.052	810.599	3.26	0.02
9718	segments/	phoneme	ih_I	133.0	9.0	1.0	843.072	843.072	810.619	3.28	0.05
9719	segments/	phoneme	l_E	133.0	9.0	2.0	843.1220000000001	843.124	810.6690000000001	3.3299999999999996	0.07
9720	segments/	word	no	133.0	10.0		843.192	843.192	810.739	3.4	0.24
9721	segments/	phoneme	n_B	133.0	10.0	0.0	843.192	843.192	810.739	3.4	0.12
9722	segments/	phoneme	ow_E	133.0	10.0	1.0	843.312	843.312	810.859	3.52	0.12
9723	segments/	word	longer	133.0	11.0		843.432	843.432	810.979	3.64	0.41
9724	segments/	phoneme	l_B	133.0	11.0	0.0	843.432	843.432	810.979	3.64	0.11
9725	segments/	phoneme	ao_I	133.0	11.0	1.0	843.542	843.544	811.089	3.75	0.07
9726	segments/	phoneme	ng_I	133.0	11.0	2.0	843.6120000000001	843.612	811.1590000000001	3.82	0.09
9727	segments/	phoneme	g_I	133.0	11.0	3.0	843.702	843.7	811.249	3.9099999999999997	0.07
9728	segments/	phoneme	er_E	133.0	11.0	4.0	843.772	843.772	811.3190000000001	3.9799999999999995	0.07
9729	segments/	word	be	133.0	12.0		843.8720000000001	843.872	811.4190000000001	4.08	0.25
9730	segments/	phoneme	b_B	133.0	12.0	0.0	843.8720000000001	843.872	811.4190000000001	4.08	0.08
9731	segments/	phoneme	iy_E	133.0	12.0	1.0	843.952	843.952	811.499	4.16	0.17
9732	segments/	word	any	133.0	13.0		844.212	844.212	811.759	4.42	0.36
9733	segments/	phoneme	eh_B	133.0	13.0	0.0	844.212	844.212	811.759	4.42	0.16
9734	segments/	phoneme	n_I	133.0	13.0	1.0	844.3720000000001	844.372	811.9190000000001	4.58	0.09
9735	segments/	phoneme	iy_E	133.0	13.0	2.0	844.462	844.46	812.009	4.67	0.11
9736	segments/	word	difficulty	133.0	14.0		844.572	844.572	812.119	4.78	0.65
9737	segments/	phoneme	d_B	133.0	14.0	0.0	844.572	844.572	812.119	4.78	0.06
9738	segments/	phoneme	ih_I	133.0	14.0	1.0	844.6320000000001	844.632	812.1790000000001	4.84	0.07
9739	segments/	phoneme	f_I	133.0	14.0	2.0	844.702	844.7	812.249	4.91	0.06
9740	segments/	phoneme	ah_I	133.0	14.0	3.0	844.7620000000001	844.764	812.3090000000001	4.97	0.09
9741	segments/	phoneme	k_I	133.0	14.0	4.0	844.852	844.852	812.399	5.06	0.01
9742	segments/	phoneme	ah_I	133.0	14.0	5.0	844.8620000000001	844.864	812.4090000000001	5.069999999999999	0.06
9743	segments/	phoneme	l_I	133.0	14.0	6.0	844.922	844.924	812.469	5.129999999999999	0.05
9744	segments/	phoneme	t_I	133.0	14.0	7.0	844.972	844.972	812.519	5.179999999999999	0.09
9745	segments/	phoneme	iy_E	133.0	14.0	8.0	845.062	845.064	812.609	5.269999999999999	0.16
9746	segments/	silence					845.236	845.236	812.7710000000001		1.32
9747	segments/	word	His	134.0	0.0		846.6500000000001	846.652	814.1610000000002	0.07	0.2
9748	segments/	phoneme	hh_B	134.0	0.0	0.0	846.6500000000001	846.652	814.1610000000002	0.07	0.07
9749	segments/	phoneme	ih_I	134.0	0.0	1.0	846.72	846.72	814.2310000000001	0.14	0.04
9750	segments/	phoneme	z_E	134.0	0.0	2.0	846.76	846.76	814.2710000000001	0.18000000000000002	0.09
9751	segments/	word	eyes	134.0	1.0		846.85	846.852	814.3610000000001	0.27	0.34
9752	segments/	phoneme	ay_B	134.0	1.0	0.0	846.85	846.852	814.3610000000001	0.27	0.25
9753	segments/	phoneme	z_E	134.0	1.0	1.0	847.1	847.1	814.6110000000001	0.52	0.09
9754	segments/	word	fairly	134.0	2.0		847.19	847.192	814.7010000000001	0.61	0.35
9755	segments/	phoneme	f_B	134.0	2.0	0.0	847.19	847.192	814.7010000000001	0.61	0.09
9756	segments/	phoneme	eh_I	134.0	2.0	1.0	847.2800000000001	847.28	814.7910000000002	0.7	0.05
9757	segments/	phoneme	r_I	134.0	2.0	2.0	847.33	847.332	814.8410000000001	0.75	0.04
9758	segments/	phoneme	l_I	134.0	2.0	3.0	847.37	847.368	814.8810000000001	0.79	0.07
9759	segments/	phoneme	iy_E	134.0	2.0	4.0	847.44	847.44	814.9510000000001	0.8600000000000001	0.1
9760	segments/	word	glittered	134.0	3.0		847.5400000000001	847.54	815.0510000000002	0.96	0.38
9761	segments/	phoneme	oov_S	134.0	3.0	0.0	847.5400000000001	847.54	815.0510000000002	0.96	0.38
9762	segments/	word	as	134.0	4.0		847.9200000000001	847.92	815.4310000000002	1.34	0.13
9763	segments/	phoneme	eh_B	134.0	4.0	0.0	847.9200000000001	847.92	815.4310000000002	1.34	0.08
9764	segments/	phoneme	z_E	134.0	4.0	1.0	848.0	848.0	815.5110000000001	1.4200000000000002	0.05
9765	segments/	word	he	134.0	5.0		848.0500000000001	848.052	815.5610000000001	1.47	0.13
9766	segments/	phoneme	hh_B	134.0	5.0	0.0	848.0500000000001	848.052	815.5610000000001	1.47	0.04
9767	segments/	phoneme	iy_E	134.0	5.0	1.0	848.09	848.092	815.6010000000001	1.51	0.09
9768	segments/	word	spoke	134.0	6.0		848.1800000000001	848.18	815.6910000000001	1.6	0.44
9769	segments/	phoneme	s_B	134.0	6.0	0.0	848.1800000000001	848.18	815.6910000000001	1.6	0.07
9770	segments/	phoneme	p_I	134.0	6.0	1.0	848.25	848.248	815.7610000000001	1.6700000000000002	0.08
9771	segments/	phoneme	ow_I	134.0	6.0	2.0	848.33	848.332	815.8410000000001	1.7500000000000002	0.11
9772	segments/	phoneme	k_E	134.0	6.0	3.0	848.44	848.44	815.9510000000001	1.8600000000000003	0.18
9773	segments/	silence					848.62	848.62	816.1310000000001	2.04	0.34
9774	segments/	word	and	134.0	7.0		848.96	848.96	816.4710000000001	2.38	0.14
9775	segments/	phoneme	ae_B	134.0	7.0	0.0	848.96	848.96	816.4710000000001	2.38	0.06
9776	segments/	phoneme	n_I	134.0	7.0	1.0	849.0200000000001	849.02	816.5310000000002	2.44	0.06
9777	segments/	phoneme	d_E	134.0	7.0	2.0	849.08	849.08	816.5910000000001	2.5	0.02
9778	segments/	word	he	134.0	8.0		849.1	849.1	816.6110000000001	2.52	0.07
9779	segments/	phoneme	hh_B	134.0	8.0	0.0	849.1	849.1	816.6110000000001	2.52	0.03
9780	segments/	phoneme	iy_E	134.0	8.0	1.0	849.13	849.128	816.6410000000001	2.55	0.04
9781	segments/	word	put	134.0	9.0		849.1700000000001	849.172	816.6810000000002	2.59	0.14
9782	segments/	phoneme	p_B	134.0	9.0	0.0	849.1700000000001	849.172	816.6810000000002	2.59	0.06
9783	segments/	phoneme	uh_I	134.0	9.0	1.0	849.23	849.232	816.7410000000001	2.65	0.05
9784	segments/	phoneme	t_E	134.0	9.0	2.0	849.2800000000001	849.28	816.7910000000002	2.6999999999999997	0.03
9785	segments/	word	his	134.0	10.0		849.3100000000001	849.312	816.8210000000001	2.73	0.13
9786	segments/	phoneme	hh_B	134.0	10.0	0.0	849.3100000000001	849.312	816.8210000000001	2.73	0.04
9787	segments/	phoneme	ih_I	134.0	10.0	1.0	849.35	849.352	816.8610000000001	2.77	0.03
9788	segments/	phoneme	z_E	134.0	10.0	2.0	849.38	849.38	816.8910000000001	2.8	0.06
9789	segments/	word	hand	134.0	11.0		849.45	849.452	816.9610000000001	2.87	0.31
9790	segments/	phoneme	hh_B	134.0	11.0	0.0	849.45	849.452	816.9610000000001	2.87	0.09
9791	segments/	phoneme	ae_I	134.0	11.0	1.0	849.5400000000001	849.54	817.0510000000002	2.96	0.07
9792	segments/	phoneme	n_I	134.0	11.0	2.0	849.61	849.612	817.1210000000001	3.03	0.08
9793	segments/	phoneme	d_E	134.0	11.0	3.0	849.69	849.692	817.2010000000001	3.11	0.07
9794	segments/	word	over	134.0	12.0		849.76	849.76	817.2710000000001	3.18	0.17
9795	segments/	phoneme	ow_B	134.0	12.0	0.0	849.76	849.76	817.2710000000001	3.18	0.06
9796	segments/	phoneme	v_I	134.0	12.0	1.0	849.82	849.82	817.3310000000001	3.24	0.05
9797	segments/	phoneme	er_E	134.0	12.0	2.0	849.87	849.868	817.3810000000001	3.29	0.06
9798	segments/	word	his	134.0	13.0		849.9300000000001	849.932	817.4410000000001	3.35	0.18
9799	segments/	phoneme	hh_B	134.0	13.0	0.0	849.9300000000001	849.932	817.4410000000001	3.35	0.06
9800	segments/	phoneme	ih_I	134.0	13.0	1.0	849.99	849.988	817.5010000000001	3.41	0.05
9801	segments/	phoneme	z_E	134.0	13.0	2.0	850.0400000000001	850.04	817.5510000000002	3.46	0.07
9802	segments/	word	heart	134.0	14.0		850.11	850.112	817.6210000000001	3.53	0.36
9803	segments/	phoneme	hh_B	134.0	14.0	0.0	850.11	850.112	817.6210000000001	3.53	0.08
9804	segments/	phoneme	aa_I	134.0	14.0	1.0	850.19	850.192	817.7010000000001	3.61	0.17
9805	segments/	phoneme	r_I	134.0	14.0	2.0	850.36	850.36	817.8710000000001	3.78	0.03
9806	segments/	phoneme	t_E	134.0	14.0	3.0	850.39	850.388	817.9010000000001	3.8099999999999996	0.08
9807	segments/	word	and	134.0	15.0		850.48	850.48	817.9910000000001	3.9	0.21
